House_count,ad_area,ad_name,ad_region,address,bank,build_area,build_category,build_count,decoration,delivery_time,developer,fang_url,features,floor_description,greening_rate,hospital,house_tag,img_list,land_area,mall,opening_time,parking_count,presale_permit,price_description,price_start,price_time,price_unit,project_description,property_category,property_company,property_costs,property_costs_description,property_years,sales_address,sales_status,school,show_price,traffic,volume_rate
,江汉区,,,[二至中环]江汉区新华路与发展大道交汇处（大武汉1911斜对面）,,,,,,,,http://hankouchuanqitangyuewk.fang.com/,"品牌地产,复合地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,江汉区,华发中城荟,,[内至二环]江汉区青年路与淮海路交汇处（地铁二号线范湖站B出口旁）,,,,,,,,http://huafazhongchenghui.fang.com/,"商住公寓,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江汉区,汉口新界广场5號公馆,,[内环以内]江汉区航空路26号（华中科技大学同济医学院旁）,,,,,,,,http://xinjieguangchanghk.fang.com/,"地铁沿线,配套商品房",,,,,,,,,,,,,,,,商住楼,,,,,,在售,,29000,,
,江汉区,沿海菱角湖壹号,,[内至二环]江汉区长江日报路与菱角湖路交汇处（菱角湖公园旁）,,,,,,,,http://lingjiaohuyihaoyh.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,26000,,
,江汉区,顶琇国际城,,[二至中环]江汉区发展大道与唐家墩路交汇处（地铁6/10号线唐家墩站旁）,,,,,,,,http://dingxiuguojicheng.fang.com/,品牌地产,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,16500,,
,江汉区,新长江京华国际,,[二至三环]江汉区姑嫂树路和兴业路交界处（南国北都对面）,,,,,,,,http://jinghuaguoji.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,15500,,
,江汉区,都会轩,,[内环以内]江汉区循礼门地铁站上盖（江汉路与京汉大道交汇处循礼门站C出口）,,,,,,,,http://duhuixuanhjhp.fang.com/,商住公寓,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,31000,,
,江汉区,ICC铂庭,,[内至二环]江汉区长江大道与建设大道交汇处（青年路59号）,,,,,,,,http://iccbojingongyu.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,33750,,
,江汉区,泛海国际兰海园三期碧海园,,[内至二环]江汉区武汉中央商务区淮海路中段（地铁武汉商务区站附近）,,,,,,,,http://lanhaiyuanfh.fang.com/3/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江汉区,顶琇青年家,,[二至中环]江汉区发展大道与唐家墩路交汇处（唐家墩中百仓储对面）,,,,,,,,http://toutiaozhongxindx.fang.com/,小户型,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,16500,,
,江汉区,庭瑞时代,,[内至二环]江汉区新华路与马场角路交汇处（菱角湖万达广场对面）,,,,,,,,http://tingruishidai.fang.com/,"标准写字楼,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,27000,,
,武昌区,中南欢乐汇,,[内环以内]武昌区中南路丁字桥4号线梅苑小区站C出口东行100米(中建三局大楼南面),,,,,,,,http://zhongnanhuanlehui.fang.com/?from=xflist_xfgg,"小户型,地铁沿线",,,,,,,,,,,,,,,,商住楼,,,,,,待售,,价格待定,,
,武昌区,佳兆业广场天御,,[内环以内]武昌区武珞路与和武珞路四巷交汇处（汉街万达广场）,,,,,,,,http://guangchangtianyujzy.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,武昌区,万达御湖壹号,,[内环以内]武昌区楚汉路与沿湖三路交汇以东,,,,,,,,http://yuhuyihaowd.fang.com/,"湖景地产,江景地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,38500,,
,武昌区,万盈国际,,[二至三环]武昌区友谊大道与才茂街交汇处,,,,,,,,http://wanyingguoji027.fang.com/,"商住公寓,低总价",,,,,,,,,,,,,,,,酒店写字楼,,,,,,在售,,18000,,
,武昌区,华侨城·原岸,,[二至三环]武昌区东湖风景区欢乐大道与风荷路交汇处,,,,,,,,http://yuananhqc027.fang.com/,"大平层,湖景地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,武昌区,联投中心,,[内环以内]武昌区和平大道、临江大道与新生路交汇处,,,,,,,,http://liantouzhongxin027.fang.com/,"标准写字楼,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,32000,,
,武昌区,融创中心武汉壹号院,,[内环以内]武昌区沙湖大道与公正路交汇处,,,,,,,,http://rongchuangzhongxinwh.fang.com/,品牌地产,,,,,,,,,,,,,,,,商住楼,,,,,,待售,,价格待定,,
,武昌区,绿地海珀御观,,[内至二环]武昌区和平大道750号（原武昌车辆厂）,,,,,,,,http://haipoyuguan.fang.com/,大平层,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,武昌区,万金国际广场,,[内至二环]武昌区紫阳东路与中山路交汇处（地铁4号线武昌火车站D出口）,,,,,,,,http://wanjinguojiguangchangtl.fang.com/,"低总价,小户型",,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,16500,,
,武昌区,越秀星悦峯,,[内环以内]武昌区中北路与秦园东路交汇处（4号线东亭站D出口约20米）,,,,,,,,http://xingyuefengyx.fang.com/,"小户型,湖景地产",,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,33000,,
,武昌区,,,[内环以内]武昌区中北路与秦园东路交汇处（4号线东亭站D出口约20米）,,,,,,,,http://xingyuefengyx.fang.com/,"小户型,湖景地产",,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,,,
,武昌区,绿地铂瑞公馆,,[内至二环]武昌区和平大道750号（原武昌车辆厂）,,,,,,,,http://boruigongguanld.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,38000,,
,武昌区,复地东湖国际,,[内至二环]武昌区中北路147号（原武重工厂）,,,,,,,,http://donghuguojifd.fang.com/,"花园洋房,豪华居住区",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,武昌区,武汉恒大首府,,[内环以内]武昌区和平大道三角路（原武汉理工大旧址、长江隧道入口旁）,,,,,,,,http://shoufuwhhd.fang.com/,"品牌地产,湖景地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,武昌区,福星惠誉东湖城,,[二至中环]武昌区东湖畔欢乐大道与园林路交汇处（近欢乐谷）,,,,,,,,http://donghuchengfxhy.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,武昌区,中南SOHO城,,[内至二环]武昌区丁字桥路文安街交叉口（老公安厅旁）,,,,,,,,http://sohochengzn.fang.com/,地铁沿线,,,,,,,,,,,,,,,,商住楼,,,,,,待售,,价格待定,,
,武昌区,百瑞景中央生活区六期,,[内至二环]武昌区瑞景路瑞景广场一楼（星巴克斜对面）,,,,,,,,http://zhongyangshenghuoqubrj.fang.com/6/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,武昌区,华东天地,,[内至二环]武昌区中华路39号（粮食局正对面）,,,,,,,,http://huadongtiandi.fang.com/,,,,,,,,,,,,,,,,,住宅底商,,,,,,在售,,30000,,
,武昌区,新安万福广场,,[二至中环]武昌区白沙洲堤东街538号(武金堤公路八铺街站下车步行220米),,,,,,,,http://wanfuguangchangxa.fang.com/,,,,,,,,,,,,,,,,,住宅底商,,,,,,在售,,40000,,
,武昌区,中国铁建1818中心,,[内环以内]武昌区中北路109号（中北路与公正路交汇处）,,,,,,,,http://1818zhongxin.fang.com/office/,,,,,,,,,,,,,,,,,标准写字楼,,,,,,在售,,26000,,
,武昌区,绿地国际金融城写字楼,,[内环以内]武昌区和平大道840号（湖北大学附近）,,,,,,,,http://guojijinrongchengld.fang.com/office/,"总部园区,品牌地产",,,,,,,,,,,,,,,,标准写字楼,,,,,,在售,,35000,,
,武昌区,汇通新长江中心,,[内环以内]武昌区徐东大街6号（徐东大街与和平大道交汇处）,,,,,,,,http://xinchangjiangzhongxinht.fang.com/,,,,,,,,,,,,,,,,,标准写字楼,,,,,,在售,,24000,,
,经济开发区,海天幸福天地一期,,[中环以外]经济开发区东风大道海天汽配大世界（东风大道与枫树一路交汇处）,,,,,,,,http://xingfutiandiyiqiht.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,经济开发区,台银城,,[四环以外]经济开发区东风大道与枫树一路交汇处,,,,,,,,http://taiyincheng2.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,经济开发区,联创中心未来寓,,[三至四环]经济开发区武汉市汉阳经开区海棠路（永旺旁）,,,,,,,,http://zhongxinweilaiyulc.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,待售,,价格待定,,
,经济开发区,海伦小镇,,[中环以外]经济开发区小军村经开大道特一号（四环线与汉洪高速交汇处）,,,,,,,,http://qianluwanhlb.fang.com/,"花园洋房,豪华居住区",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,8300,,
,经济开发区,实地君兰汀岸别墅,,[四环以外]经济开发区武汉市经济技术开发区（四环线与汉洪高速交汇处）,,,,,,,,http://shidijunlantingan.fang.com/villa/,,,,,,,,,,,,,,,,,别墅,,,,,,在售,,245,,
,经济开发区,学府丽城,,[中环以外]经济开发区博艺路（江大5号门）,,,,,,,,http://xuefulicheng.fang.com/,地铁沿线,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,经济开发区,现代天外天小镇,,[四环以外]经济开发区军山街长山特1号（现代天外天酒店旁）,,,,,,,,http://tianwaitianxiaozhenxd.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,经济开发区,东合发展中心,,[三至四环]经济开发区武汉市经济技术开发区东风二路,,,,,,,,http://fazhanzhongxindh.fang.com/office/,,,,,,,,,,,,,,,,,标准写字楼,,,,,,待售,,价格待定,,
,经济开发区,海滨城二期丽港新都,,[中环以外]经济开发区后官湖大道海滨城路1号（东风设计院附近）,,,,,,,,http://ligangxindu.fang.com/,"大平层,景观居所",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10000,,
,经济开发区,碧桂园泰富城,,[中环以外]经济开发区沌口三环线与江城大道交界处（永旺旁）,,,,,,,,http://mingqizuotf.fang.com/,LOFT,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,19000,,
,经济开发区,,,[中环以外]经济开发区沌口三环线与江城大道交界处（永旺旁）,,,,,,,,http://mingqizuotf.fang.com/,LOFT,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,,,
,经济开发区,港湾江城,,[三至四环]经济开发区万家湖中路以东沌口路以南（沌口路和万家湖中路交汇处）,,,,,,,,http://gangwanjiangcheng.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,13500,,
,经济开发区,辉煌时代,,[中环以外]经济开发区沌阳大道旁珠山湖大道45号（炎龙酒店旁）,,,,,,,,http://huihuangshidai.fang.com/,经济住宅,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,7800,,
,经济开发区,联投半岛一品,,[中环以外]经济开发区车城大道（大半岛地块小学对面）,,,,,,,,http://liantoubandao.fang.com/villa/,,,,,,,,,,,,,,,,,别墅,,,,,,在售,,36000,,
,经济开发区,健龙果岭公元二期果壳社区,,[中环以外]经济开发区东风大道与车城大道交汇处（沌阳大道站旁）,,,,,,,,http://guolinggongyuanjl.fang.com/,商住公寓,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10000,,
,经济开发区,龙台二期桃源,,[中环以外]经济开发区后官湖大道枫树一路（听涛观海旁）,,,,,,,,http://longtai027.fang.com/2/,花园洋房,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,价格待定,,
,经济开发区,万科翡翠玖玺,,[中环以外]经济开发区太子湖路武汉体育中心旁（足球公园正对面）,,,,,,,,http://feicuijiuxiwk.fang.com/,"双拼,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,20000,,
,经济开发区,金色港湾双湖林语,,[中环以外]经济开发区芳草路与太子湖北路交汇处（芳草路太子湖北路公交站旁）,,,,,,,,http://jsgwshly.fang.com/,"品牌地产,湖景地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,15200,,
,经济开发区,庭瑞UME,,[中环以外]经济开发区太子湖北路（东方高尔夫球场正对面）,,,,,,,,http://tingruiume.fang.com/,"品牌地产,低总价",,,,,,,,,,,,,,,,商住楼,,,,,,在售,,16000,,
,经济开发区,金色港湾MIMI空间,,[三至四环]经济开发区东风大道与车城大道交汇处（MIMI空间营销中心,,,,,,,,http://mimikongjianjsgw.fang.com/,不限购,,,,,,,,,,,,,,,,商住公寓,,,,,,在售,,15500,,
,经济开发区,长江楚韵,,[中环以外]经济开发区沌口路中营寺（武桥重工对面）,,,,,,,,http://linjianghuayuan027.fang.com/,"商住公寓,景观居所",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,硚口区,新华尚水湾,,[二至三环]硚口区沿河大道519号（麦德龙旁）,,,,,,,,http://xinhuashangshuiwan.fang.com/,地铁沿线,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,硚口区,兴华尚都国际,,[内至二环]硚口区汉西北路36号（地铁3号线双墩站旁）,,,,,,,,http://shangduguojixh.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,23800,,
,硚口区,金地悦江时代,,[二至中环]硚口区古田二路37号（古田路肖家墩车站西300米）,,,,,,,,http://yuejiangshidaijd.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,19000,,
,硚口区,江山樾,,[二至三环]硚口区古田二路与沿河大道交汇处（古田桥头）,,,,,,,,http://jiangshanyue027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,硚口区,千禧城,,[二至中环]硚口区解放大道轻轨一号线古田三路北出口,,,,,,,,http://qianxicheng.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,22000,,
,硚口区,海尔地产国际广场,,[二至中环]硚口区解放大道古田二路轻轨站口（省柴小区对面）,,,,,,,,http://guojiguangchanghe.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,18000,,
,硚口区,时代新世界,,[内至二环]硚口区建设大道与汉西路交汇处（地铁3号线双墩站附近）,,,,,,,,http://shidaixinshijie.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,26500,,
,硚口区,华润翡翠城,,[二至三环]硚口区古田二路与城华路交汇处（园博园西入口旁）,,,,,,,,http://feicuichenghr027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,硚口区,花样年喜年中心,,[内环以内]硚口区武胜路与沿河大道交汇处（江汉一桥下）,,,,,,,,http://huayangnianxinianzhongxin.fang.com/,"写字楼商铺,品牌地产",,,,,,,,,,,,,,,,标准写字楼,,,,,,出租,,价格待定,,
,硚口区,同馨花园雍豪府,,[内至二环]硚口区解放大道582号(蓝天宾馆对面),,,,,,,,http://yonghaofu.fang.com/,地铁沿线,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,35000,,
,硚口区,,,[内至二环]硚口区解放大道582号(蓝天宾馆对面),,,,,,,,http://yonghaofu.fang.com/,地铁沿线,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,,,
,硚口区,海联时代广场,,[二至中环]硚口区长升路与丰茂路交汇处（三江航天酒店对面）,,,,,,,,http://hailianshidai.fang.com/,"商住公寓,低总价",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,15000,,
,硚口区,招商江湾国际,,[二至中环]硚口区古田二路和古田路交汇处（轻轨古田二路站附近约1公里处）,,,,,,,,http://jiangwanguojizs.fang.com/,"商住公寓,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,16500,,
,硚口区,汉水岸,,[二至三环]硚口区解放大道与联工路交汇处（古田一路轻轨站旁）,,,,,,,,http://hanshuian.fang.com/,"商住公寓,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,12500,,
,硚口区,凯德西城,,[二至中环]硚口区解放大道与古田二路的交汇处（古田二路轻轨站A出口旁）,,,,,,,,http://kaidexicheng.fang.com/,"商住公寓,小户型",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,19000,,
,硚口区,洺悦府,,[二至三环]硚口区解放大道与古田五路交汇处（武汉四中旁）,,,,,,,,http://mingyuefu.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,23000,,
,硚口区,中建御景星城,,[内至二环]硚口区解放大道与汉西路交汇处（武汉万泰汽配城旁）,,,,,,,,http://yujingxingchengzj.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,硚口区,美好名流汇,,[二至中环]硚口区解放大道辛家地（中百仓储旁）,,,,,,,,http://mingliuhuimh.fang.com/,住宅底商,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,硚口区,武汉美好香域花境,,[二至中环]硚口区古田二路与广华路交汇口（蓝焰油气古田二路加油站对面）,,,,,,,,http://xiangyuhuajingwhmh.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,硚口区,海联时代广场商铺,,[二至中环]硚口区长升路与丰茂路交汇处（三江航天酒店对面）,,,,,,,,http://hailianshidaiguangchang.fang.com/shop/,"低总价,小户型",,,,,,,,,,,,,,,,住宅底商,,,,,,在售,,33000,,
,硚口区,盛惠邻里MALL,,[二至中环]硚口区长丰大道158号（万国汽配城旁）,,,,,,,,http://shenghuilinlimall.fang.com/shop/,,,,,,,,,,,,,,,,,购物中心,,,,,,在售,,20000,,
,黄陂区,南山十里星空,,[三至四环]黄陂区盘龙城经济开发区华云路以南宋家岗东路以东,,,,,,,,http://shilixingkongns.fang.com/,"品牌地产,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,黄陂区,南德榜样学府,,[中环以外]黄陂区巨龙大道盘龙一路新刘店学校旁（巨龙大道日月山水站附近）,,,,,,,,http://bangyangxuefund.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10000,,
,黄陂区,山海观,,[三至四环]黄陂区盘龙大道汤云海路（地铁2号线盘龙城站B出口附近）,,,,,,,,http://shanhaiguanwh.fang.com/,"花园洋房,湖景地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,12500,,
,黄陂区,天纵云湖湾,,[三至四环]黄陂区川龙大道与后湖北路交汇处,,,,,,,,http://tianzongyunhuwan.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10700,,
,黄陂区,汉北水晶城二期,,[中环以外]黄陂区武汉市黄陂区汉北大道167号（黄陂五中旁）,,,,,,,,http://shuijingchenghb.fang.com/2/,低总价,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,北辰蔚蓝城市,,[四环以外]黄陂区川龙大道与后湖北路交汇处（奥特莱斯北侧）,,,,,,,,http://beichenweilanchengshi.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,前川欣城二期,,[四环以外]黄陂区前川大道与石阳街交汇处（前川一小旁）,,,,,,,,http://qianchuanxincheng.fang.com/2/,经济住宅,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,全景外滩,,[三至四环]黄陂区滠水公园旁（冰晶江城旁）,,,,,,,,http://quanjingwaitan.fang.com/,经济住宅,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,9000,,
,黄陂区,盘龙理想城,,[三至四环]黄陂区经济开发区巨龙大道56号（下岱黄高速右行）,,,,,,,,http://lixiangchengpl.fang.com/,地铁沿线,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,天汇龙城,,[中环以外]黄陂区盘龙城巨龙大道90号,,,,,,,,http://tianhuilongcheng.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,,,[中环以外]黄陂区盘龙城巨龙大道90号,,,,,,,,http://tianhuilongcheng.fang.com/,品牌地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,黄陂区,F水星城,,[三至四环]黄陂区盘龙城经济开发区巨龙大道下集（盘龙理想城旁）,,,,,,,,http://fshuixingcheng.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,左岸天地,,[三至四环]黄陂区汉口北岱山二桥桥头,,,,,,,,http://zuoantiandi.fang.com/,不限购,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,10000,,
,黄陂区,洪福美境,,[三至四环]黄陂区巨龙大道以北名流路以西（名流人和天地旁）,,,,,,,,http://hongfumeijing.fang.com/,"住宅底商,经济住宅",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,F、天下,,[中环以外]黄陂区经济开发区巨龙大道196号（盘龙城名胜风景区附近）,,,,,,,,http://ftianxia.fang.com/,"水景地产,特色别墅",,,,,,,,,,,,,,,,别墅,,,,,,在售,,618,,
,黄陂区,空港中心,,[三至四环]黄陂区临空新城景星路特一号（地铁2号线航空总部站旁）,,,,,,,,http://konggangzhongxin.fang.com/,,,,,,,,,,,,,,,,,商住楼,,,,,,在售,,9000,,
,黄陂区,联投汉口郡,,[三至四环]黄陂区汉口北大道特9号（胜海家园旁）,,,,,,,,http://hankoujunlt.fang.com/,"品牌地产,不限购",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,汉口御江澜庭,,[三至四环]黄陂区汉施公路与发展路交汇处（汉施公路发展路下车即达）,,,,,,,,http://yujianglantinghk.fang.com/,江景地产,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,中南拂晓城,,[四环以外]黄陂区川龙大道及天阳路交汇处（奥特莱斯北侧）,,,,,,,,http://fuxiaochengzn.fang.com/,"品牌地产,低总价",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,日月天地,,[三至四环]黄陂区巨龙大道与盘龙一路交汇处（卓尔总部旁）,,,,,,,,http://riyuetiandi027.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,黄陂区,碧桂园全景外滩,,[四环以外]黄陂区滠水公园旁（冰晶江城旁）,,,,,,,,http://quanjingwaitanbgy.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,招商东城华府,,[三至四环]江夏区富士康西路与梁山头交汇处,,,,,,,,http://dongchenghuafuzs.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,江夏区,武汉雅居乐花园,,[三至四环]江夏区江夏大道37号（庙山威鹏医院附近）,,,,,,,,http://yajuleguojihuayuanwh.fang.com/,"住宅底商,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,中锐滨湖尚城,,[三至四环]江夏区腾讯大道与金龙大街交汇处（腾讯武汉研发中心）,,,,,,,,http://binhushangchengzr.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,中海光谷锦城,,[三至四环]江夏区东园西路和梁山头路交汇处,,,,,,,,http://guanggujinchengzh.fang.com/,"品牌地产,地铁沿线",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,16000,,
,江夏区,武汉碧桂园天玺湾,,[三至四环]江夏区江夏大道明泽路（汤逊湖畔）,,,,,,,,http://tianxiwanbgy027.fang.com/,"联排,品牌地产",,,,,,,,,,,,,,,,花园洋房,,,,,,在售,,30000,,
,江夏区,百步亭江南郡,,[四环以外]江夏区江夏大道与向阳二路交汇处（梦天湖度假山庄旁）,,,,,,,,http://jiangnanjunbbt.fang.com/,"花园洋房,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,北华壹號,,[请选择]江夏区北华街新法院旁,,,,,,,,http://beihuayihao.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10000,,
,江夏区,江南花山郡,,[三至四环]江夏区江夏大道和江花大道交汇处,,,,,,,,http://jiangnanhuashanjun.fang.com/,低总价,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,7800,,
,江夏区,联投龙湾,,[三至四环]江夏区珞狮南路延长线文化大道（武汉东湖学院旁）,,,,,,,,http://liantoulongwan.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,新华联青年城,,[中环以外]江夏区江夏大道71号（梦天湖度假山庄旁）,,,,,,,,http://qingnianchengxhl.fang.com/,"花园洋房,低密居所",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,,,[中环以外]江夏区江夏大道71号（梦天湖度假山庄旁）,,,,,,,,http://qingnianchengxhl.fang.com/,"花园洋房,低密居所",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,,,
,江夏区,加州橘郡住宅,,[三至四环]江夏区江夏大道特77号（武汉外校美加分校旁）,,,,,,,,http://shidanfugongguanmj.fang.com/,"花园洋房,低密居所",,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,长投绿城蘭园,,[三至四环]江夏区栗庙路12号（湖北经济学院对面）,,,,,,,,http://lanyuanctlc.fang.com/,,,,,,,,,,,,,,,,,普通住宅,,,,,,待售,,价格待定,,
,江夏区,水墨江郡秀水街,,[四环以外]江夏区文化大道与金龙大道交汇处（江夏区政府对面·谭鑫培公园旁）,,,,,,,,http://smjjxsj.fang.com/,,,,,,,,,,,,,,,,,住宅底商,,,,,,租售,,价格待定,,
,江夏区,纳帕溪谷,,[三至四环]江夏区藏龙岛栗庙路9号(华农楚天学院旁),,,,,,,,http://napaxigu027.fang.com/,"特色别墅,宜居生态地产",,,,,,,,,,,,,,,,别墅,,,,,,在售,,27500,,
,江夏区,滨湖壹号别墅,,[三至四环]江夏区藏龙岛科技园藏龙大道10号（藏龙大道与谭湖路交汇处）,,,,,,,,http://binhuyihao.fang.com/,湖景地产,,,,,,,,,,,,,,,,别墅,,,,,,在售,,22000,,
,江夏区,中建·汤逊湖壹号别墅,,[中环以外]江夏区汤逊湖红旗岛（文化大道与金樱街交汇处向东1000米）,,,,,,,,http://tangxunhuyihaozj.fang.com/2/,"湖景地产,旅游地产",,,,,,,,,,,,,,,,别墅,,,,,,在售,,30000,,
,江夏区,东方雨林,,[中环以外]江夏区城际铁路庙山新村站前行200米,,,,,,,,http://dongfangyulin.fang.com/,花园洋房,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10850,,
,江夏区,万豪世纪天街,,[中环以外]江夏区谭鑫培路与马山路交汇处（谭鑫培公园附近）,,,,,,,,http://shijitianjiewh.fang.com/,低总价,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,11500,,
,江夏区,海伦广场,,[中环以外]江夏区文化大道和红旗街交汇处（侨亚国际文化大厦旁）,,,,,,,,http://hailunguangchang027.fang.com/,不限购,,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,价格待定,,
,江夏区,博阅府,,[三至四环]江夏区汤逊湖山庄（城际铁路庙山站附近）,,,,,,,,http://boyuefufl.fang.com/,"商住公寓,低密居所",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,10000,,
,青山区,海伦国际,,[三至四环]青山区武东中路（武东中学附近）,,,,,,,,http://hailunguoji027.fang.com/,"叠拼,品牌地产",,,,,,,,,,,,,,,,普通住宅,,,,,,在售,,11000,,
